,name
1090,4
1091,3
1092,4
1093,2
1094,9
1095,7
1096,9
1097,9
1098,7
1099,5
1100,5
1101,5
1102,5
1103,7
1104,1
1105,3
1106,2
1107,1
1108,1
1109,5
1110,7
1111,1
1112,2
1113,1
1114,8
1115,8
1116,8
1117,8
1118,8
1119,8
1120,8
1121,8
1122,8
1123,8
1124,5
1125,9
1126,9
1127,9
1128,4
1129,9
1130,5
1131,5
1132,4
1133,4
1134,9
1135,8
1136,3
1137,5
1138,5
1139,7
1140,8
1141,9
1142,9
1143,7
1144,4
1145,2
1146,9
1147,4
1148,9
1149,4
1150,2
1151,2
1152,8
1153,3
1154,3
1155,9
1156,8
1157,5
1158,8
1159,4
1160,1
1161,1
1162,4
1163,4
1164,4
1165,7
1166,7
1167,5
1168,4
1169,5
1170,5
1171,9
1172,8
1173,8
1174,8
1175,8
1176,8
1177,5
1178,8
1179,6
1180,1
1181,5
1182,5
1183,1
1184,1
1185,1
1186,1
1187,1
1188,1
1189,1
1190,1
1191,1
1192,1
1193,1
1194,1
1195,1
1196,8
1197,8
1198,3
1199,3
1200,5
1201,4
1202,8
1203,4
1204,5
1205,4
1206,3
1207,3
1208,5
1209,5
1210,5
1211,5
1212,5
1213,3
1214,5
1215,8
1216,9
1217,3
1218,2
1219,2
1220,4
1221,6
1222,6
1223,4
1224,9
1225,7
1226,6
1227,3
1228,8
1229,8
1230,3
1231,3
1232,5
1233,3
1234,8
1235,8
1236,9
1237,8
1238,9
1239,8
1240,7
1241,4
1242,4
1243,5
1244,9
1245,2
1246,2
1247,2
1248,1
1249,1
1250,4
1251,8
1252,9
1253,9
1254,3
1255,2
1256,2
1257,3
1258,8
1259,8
1260,8
1261,2
1262,5
1263,3
1264,4
1265,8
1266,2
1267,2
1268,4
1269,9
1270,4
1271,5
1272,2
1273,2
1274,4
1275,4
1276,2
1277,2
1278,8
1279,9
1280,5
1281,5
1282,9
1283,7
1284,7
1285,4
1286,4
1287,8
1288,5
1289,5
1290,5
1291,5
1292,8
1293,2
1294,3
1295,3
1296,3
1297,7
1298,7
1299,7
1300,8
1301,8
1302,8
1303,3
1304,3
1305,1
1306,2
1307,3
1308,3
1309,5
1310,8
1311,5
1312,8
1313,8
1314,8
1315,8
1316,8
1317,8
1318,8
1319,9
1320,9
1321,9
1322,9
1323,9
1324,9
1325,9
1326,9
1327,9
1328,9
1329,9
1330,9
1331,9
1332,9
1333,9
1334,8
1335,7
1336,7
1337,9
1338,3
1339,8
1340,5
1341,4
1342,7
1343,6
1344,4
1345,4
1346,3
1347,4
1348,4
1349,7
1350,3
1351,8
1352,9
1353,8
1354,2
1355,5
1356,2
1357,2
1358,2
1359,7
1360,8
1361,4
1362,5
1363,5
1364,8
1365,2
1366,4
1367,2
1368,3
1369,3
1370,3
1371,3
1372,3
1373,3
1374,3
1375,3
1376,8
1377,5
1378,9
1379,9
1380,9
1381,9
1382,7
1383,7
1384,7
1385,7
1386,7
1387,7
1388,7
1389,2
1390,2
1391,3
1392,8
1393,8
1394,7
1395,1
1396,4
1397,5
1398,7
1399,7
1400,8
1401,4
1402,4
1403,4
1404,8
1405,7
1406,5
1407,5
1408,8
1409,5
1410,5
1411,4
1412,4
1413,4
1414,4
1415,7
1416,6
1417,1
1418,2
1419,2
1420,7
1421,9
1422,2
1423,2
1424,4
1425,4
1426,2
1427,3
1428,2
1429,4
1430,4
1431,4
1432,4
1433,5
1434,5
1435,5
1436,9
1437,4
1438,6
1439,4
1440,8
1441,4
1442,8
1443,4
1444,4
1445,4
1446,7
1447,1
1448,4
1449,8
1450,3
1451,3
1452,3
1453,3
1454,5
1455,2
1456,7
1457,8
1458,7
1459,4
1460,1
1461,7
1462,3
1463,5
1464,5
1465,1
1466,7
1467,4
1468,4
1469,8
1470,8
1471,8
1472,8
1473,8
1474,8
1475,8
1476,8
1477,8
1478,8
1479,8
1480,8
1481,8
1482,8
1483,8
1484,8
1485,8
1486,8
1487,8
1488,8
1489,8
1490,8
1491,8
1492,8
1493,8
1494,7
1495,7
1496,7
1497,1
1498,1
1499,8
1500,8
1501,5
1502,8
1503,4
1504,4
1505,4
1506,4
1507,4
1508,4
1509,4
1510,4
1511,4
1512,4
1513,4
1514,5
1515,8
1516,8
1517,8
1518,4
1519,7
1520,1
1521,1
1522,7
1523,7
1524,7
1525,7
1526,5
1527,8
1528,8
1529,9
1530,4
1531,5
1532,4
1533,3
1534,5
1535,4
1536,8
1537,5
1538,5
1539,5
1540,8
1541,2
1542,9
1543,9
1544,9
1545,9
1546,9
1547,9
1548,5
1549,2
1550,2
1551,4
1552,4
1553,4
1554,9
1555,9
1556,2
1557,9
1558,4
1559,4
1560,9
1561,7
1562,4
1563,4
1564,4
1565,8
1566,8
1567,1
1568,1
1569,3
1570,1
1571,1
1572,1
1573,7
1574,2
1575,4
1576,2
1577,4
1578,9
1579,9
1580,9
1581,9
1582,9
1583,9
1584,9
1585,9
1586,9
1587,9
1588,9
1589,9
1590,9
1591,5
1592,9
1593,7
1594,7
1595,8
1596,2
1597,5
1598,8
1599,8
1600,5
1601,5
1602,1
1603,2
1604,2
1605,9
1606,9
1607,8
1608,8
1609,8
1610,8
1611,8
1612,8
1613,8
1614,9
1615,8
1616,7
1617,1
1618,2
1619,2
1620,2
1621,8
1622,8
1623,8
1624,8
1625,8
1626,4
1627,8
1628,6
1629,6
1630,3
1631,2
1632,6
1633,7
1634,7
1635,7
1636,5
1637,5
1638,4
1639,6
1640,8
1641,5
1642,9
1643,8
1644,5
1645,9
1646,9
1647,9
1648,8
1649,4
1650,7
1651,8
1652,8
1653,9
1654,9
1655,4
1656,7
1657,7
1658,6
1659,2
1660,2
1661,2
1662,4
1663,8
1664,8
1665,2
1666,8
1667,8
1668,8
1669,1
1670,1
1671,1
1672,1
1673,1
1674,4
1675,4
1676,4
1677,3
1678,2
1679,5
1680,8
1681,4
1682,7
1683,7
1684,2
1685,7
1686,9
1687,9
1688,4
1689,5
1690,9
1691,9
1692,4
1693,8
1694,9
1695,9
1696,4
1697,5
1698,9
1699,3
1700,8
1701,7
1702,6
1703,5
1704,3
1705,8
1706,8
1707,8
1708,8
1709,5
1710,5
1711,2
1712,2
1713,2
1714,2
1715,3
1716,3
1717,8
1718,8
1719,8
1720,7
1721,1
1722,1
1723,5
1724,8
1725,4
1726,9
1727,9
1728,9
1729,7
1730,8
1731,4
1732,3
1733,4
1734,8
1735,8
1736,7
1737,8
1738,8
1739,9
1740,5
1741,8
1742,2
1743,7
1744,7
1745,7
1746,4
1747,1
1748,7
1749,5
1750,9
1751,4
1752,7
1753,7
1754,8
1755,7
1756,7
1757,3
1758,3
1759,4
1760,4
1761,4
1762,1
1763,8
1764,2
1765,7
1766,1
1767,5
1768,4
1769,9
1770,7
1771,7
1772,7
1773,7
1774,2
1775,3
1776,4
1777,8
1778,8
1779,9
1780,5
1781,4
1782,7
1783,4
1784,9
1785,3
1786,7
1787,4
1788,8
1789,8
1790,2
1791,2
1792,2
1793,2
1794,2
1795,2
1796,2
1797,2
1798,2
1799,5
1800,5
1801,5
1802,5
1803,7
1804,7
1805,7
1806,7
1807,8
1808,4
1809,4
1810,4
1811,9
1812,7
1813,6
1814,4
1815,4
1816,4
1817,9
1818,8
1819,1
1820,1
1821,4
1822,8
1823,4
1824,8
1825,9
1826,7
1827,2
1828,4
1829,1
1830,7
1831,5
1832,2
1833,2
1834,9
1835,5
1836,5
1837,6
1838,3
1839,7
1840,9
1841,4
1842,4
1843,5
1844,2
1845,4
1846,4
1847,8
1848,4
1849,9
1850,4
1851,6
1852,6
1853,6
1854,6
1855,6
1856,6
1857,6
1858,6
1859,6
1860,6
1861,6
1862,6
1863,1
1864,1
1865,1
1866,1
1867,5
1868,5
1869,7
1870,9
1871,6
1872,8
1873,5
1874,5
1875,2
1876,2
1877,7
1878,4
1879,4
1880,9
1881,9
1882,2
1883,8
1884,7
1885,9
1886,5
1887,3
1888,2
1889,8
1890,4
1891,7
1892,7
1893,7
1894,7
1895,2
1896,7
1897,7
1898,8
1899,7
1900,8
1901,2
1902,2
1903,5
1904,5
1905,5
1906,3
1907,4
1908,4
1909,4
1910,4
1911,8
1912,7
1913,4
1914,4
1915,4
1916,5
1917,4
1918,2
1919,5
1920,8
1921,8
1922,5
1923,2
1924,8
1925,5
1926,2
1927,7
1928,4
1929,4
1930,4
1931,4
1932,4
1933,8
1934,8
1935,4
1936,6
1937,4
1938,2
1939,2
1940,7
1941,5
1942,2
1943,4
1944,3
1945,2
1946,7
1947,7
1948,7
1949,7
1950,7
1951,7
1952,8
1953,3
1954,1
1955,2
1956,2
1957,2
1958,2
1959,2
1960,2
1961,4
1962,3
1963,7
1964,4
1965,4
1966,2
1967,8
1968,5
1969,5
1970,5
1971,5
1972,5
1973,5
1974,5
1975,8
1976,5
1977,9
1978,9
1979,7
1980,7
1981,4
1982,8
1983,7
1984,4
1985,6
1986,1
1987,4
1988,3
1989,6
1990,2
1991,4
1992,2
1993,1
1994,4
1995,7
1996,5
1997,6
1998,6
1999,7
2000,5
2001,3
2002,4
2003,4
2004,1
2005,2
2006,3
2007,4
2008,3
2009,3
2010,3
2011,7
2012,4
2013,9
2014,8
2015,9
2016,9
2017,1
2018,1
2019,4
2020,4
2021,8
2022,7
2023,7
2024,8
2025,4
2026,6
2027,7
2028,7
2029,2
2030,7
2031,3
2032,2
2033,4
2034,5
2035,3
2036,1
2037,4
2038,1
2039,1
2040,5
2041,5
2042,4
2043,7
2044,7
2045,9
2046,8
2047,4
2048,8
2049,8
2050,3
2051,3
2052,1
2053,1
2054,1
2055,1
2056,1
2057,1
2058,1
2059,1
2060,1
2061,1
2062,1
2063,1
2064,1
2065,1
2066,8
2067,8
2068,9
2069,3
2070,3
2071,4
2072,4
2073,8
2074,7
2075,7
2076,7
2077,8
2078,4
2079,5
2080,5
2081,2
2082,2
2083,7
2084,5
2085,8
2086,9
2087,2
2088,5
2089,4
2090,5
2091,5
2092,9
2093,3
2094,4
2095,2
2096,9
2097,7
2098,3
2099,4
2100,4
2101,8
2102,9
2103,7
2104,6
2105,6
2106,2
2107,4
2108,3
2109,3
2110,4
2111,4
2112,9
2113,9
2114,7
2115,4
2116,8
2117,8
2118,9
2119,8
2120,8
2121,4
2122,4
2123,6
2124,6
2125,9
2126,4
2127,4
2128,7
2129,3
2130,4
2131,6
2132,4
2133,7
2134,3
2135,6
2136,8
2137,4
2138,8
2139,5
2140,9
2141,5
2142,5
2143,5
2144,8
2145,5
2146,5
2147,5
2148,5
2149,4
2150,5
2151,5
2152,4
2153,1
2154,4
2155,1
2156,7
2157,7
2158,9
2159,8
2160,4
2161,4
2162,4
2163,2
2164,7
2165,4
2166,8
2167,8
2168,9
2169,5
2170,4
2171,4
2172,8
2173,1
2174,2
2175,2
2176,2
2177,2
2178,2
2179,2
2180,2
2181,2
2182,2
2183,2
2184,2
2185,2
2186,2
2187,2
2188,2
2189,2
2190,2
2191,9
2192,9
2193,9
2194,4
2195,4
2196,8
2197,4
2198,7
2199,4
2200,4
2201,8
2202,8
2203,4
2204,6
2205,4
2206,7
2207,7
2208,5
2209,8
2210,1
2211,8
2212,4
2213,4
2214,4
2215,4
2216,6
2217,7
2218,6
2219,4
2220,5
2221,5
2222,3
2223,2
2224,5
2225,4
2226,7
2227,8
2228,3
2229,8
2230,5
2231,7
2232,7
2233,4
2234,4
2235,1
2236,1
2237,1
2238,3
2239,4
2240,4
2241,9
2242,9
2243,4
2244,9
2245,4
2246,4
2247,1
2248,9
2249,9
2250,7
2251,8
2252,8
2253,4
2254,2
2255,5
2256,4
2257,4
2258,4
2259,4
2260,2
2261,8
2262,3
2263,3
2264,3
2265,3
2266,3
2267,3
2268,8
2269,7
2270,8
2271,8
2272,6
2273,1
2274,7
2275,6
2276,8
2277,3
2278,2
2279,7
2280,7
2281,7
2282,5
2283,4
2284,3
2285,5
2286,7
2287,9
2288,7
2289,3
2290,9
2291,3
2292,7
2293,2
2294,2
2295,8
2296,1
2297,4
2298,9
2299,4
2300,5
2301,3
2302,9
2303,9
2304,2
2305,2
2306,5
2307,2
2308,2
2309,2
2310,2
2311,2
2312,2
2313,2
2314,2
2315,2
2316,2
2317,5
2318,2
2319,7
2320,4
2321,3
2322,6
2323,9
2324,9
2325,9
2326,4
2327,7
2328,4
2329,7
2330,2
2331,2
2332,4
2333,4
2334,8
2335,7
2336,7
2337,8
2338,8
2339,3
2340,7
2341,8
2342,4
2343,6
2344,3
2345,8
2346,8
2347,9
2348,4
2349,5
2350,4
2351,5
2352,4
2353,5
2354,5
2355,5
2356,2
2357,1
2358,1
2359,9
2360,9
2361,8
2362,8
2363,9
2364,9
2365,9
2366,8
2367,8
2368,8
2369,8
2370,9
2371,9
2372,4
2373,1
2374,1
2375,4
2376,9
2377,9
2378,9
2379,3
2380,9
2381,9
2382,9
2383,9
2384,9
2385,9
2386,9
2387,4
2388,4
2389,4
2390,4
2391,3
2392,3
2393,6
2394,3
2395,1
2396,4
2397,9
2398,4
2399,7
2400,1
2401,4
2402,8
2403,8
2404,4
2405,9
2406,8
2407,4
2408,8
2409,5
2410,8
2411,4
2412,8
2413,3
2414,5
2415,5
2416,8
2417,2
2418,2
2419,1
2420,1
2421,1
2422,5
2423,5
2424,9
2425,9
2426,5
2427,4
2428,4
2429,5
2430,8
2431,8
2432,8
2433,8
2434,8
2435,8
2436,7
2437,4
2438,8
2439,2
2440,2
2441,2
2442,2
2443,2
2444,2
2445,9
2446,4
2447,2
2448,2
2449,7
2450,2
2451,6
2452,5
2453,4
2454,4
2455,8
2456,3
2457,7
2458,7
2459,7
2460,8
2461,8
2462,8
2463,8
2464,8
2465,8
2466,8
2467,8
2468,2
2469,2
2470,8
2471,2
2472,3
2473,6
2474,7
2475,3
2476,3
2477,8
2478,3
2479,8
2480,8
2481,5
2482,5
2483,5
2484,4
2485,4
2486,4
2487,4
2488,4
2489,7
2490,7
2491,2
2492,6
2493,6
2494,8
2495,8
2496,4
2497,5
2498,4
2499,9
2500,4
2501,1
2502,4
2503,8
2504,8
2505,9
2506,4
2507,4
2508,4
2509,1
2510,3
2511,4
2512,1
2513,8
2514,7
2515,9
2516,2
2517,4
2518,8
2519,8
2520,6
2521,4
2522,8
2523,8
2524,8
2525,5
2526,2
2527,2
2528,2
2529,2
2530,2
2531,2
2532,2
2533,2
2534,2
2535,2
2536,2
2537,2
2538,2
2539,2
2540,2
2541,2
2542,2
2543,8
2544,3
2545,7
2546,1
2547,4
2548,4
2549,4
2550,9
2551,7
2552,3
2553,2
2554,2
2555,2
2556,8
2557,6
2558,4
2559,4
2560,4
2561,5
2562,2
2563,2
2564,8
2565,6
2566,7
2567,4
2568,1
2569,7
2570,3
2571,3
2572,3
2573,3
2574,3
2575,3
2576,3
2577,3
2578,7
2579,7
2580,3
2581,2
2582,8
2583,8
2584,3
2585,5
2586,4
2587,6
2588,5
2589,4
2590,2
2591,2
2592,2
2593,2
2594,2
2595,8
2596,8
2597,5
2598,9
2599,1
2600,7
2601,2
2602,5
2603,5
2604,4
2605,7
2606,7
2607,4
2608,7
2609,9
2610,4
2611,4
2612,6
2613,4
2614,9
2615,8
2616,7
2617,6
2618,7
2619,7
2620,7
2621,8
2622,5
2623,7
2624,7
2625,2
2626,8
2627,8
2628,4
2629,5
2630,9
2631,9
2632,4
2633,9
2634,9
2635,8
2636,9
2637,5
2638,9
2639,8
2640,8
2641,6
2642,5
2643,8
2644,2
2645,4
2646,8
2647,4
2648,7
2649,7
2650,7
2651,7
2652,7
2653,7
2654,7
2655,7
2656,7
2657,7
2658,7
2659,7
2660,5
2661,5
2662,5
2663,5
2664,4
2665,4
2666,4
2667,3
2668,2
2669,2
2670,2
2671,7
2672,8
2673,2
2674,2
2675,4
2676,8
2677,5
2678,8
2679,2
2680,4
2681,2
2682,4
2683,4
2684,4
2685,4
2686,4
2687,4
2688,1
2689,5
2690,4
2691,1
2692,5
2693,7
2694,7
2695,4
2696,5
2697,3
2698,1
2699,4
2700,8
2701,7
2702,7
2703,6
2704,2
2705,1
2706,8
2707,5
2708,7
2709,7
2710,7
2711,4
2712,7
2713,8
2714,8
2715,8
2716,9
2717,9
2718,9
2719,5
2720,2
2721,2
2722,8
2723,8
2724,4
2725,5
2726,4
2727,7
2728,2
2729,4
2730,7
2731,1
2732,9
2733,4
2734,4
2735,8
2736,5
2737,8
2738,7
2739,5
2740,4
2741,3
2742,3
2743,3
2744,3
2745,5
2746,8
2747,7
2748,7
2749,7
2750,7
2751,4
2752,7
2753,7
2754,7
2755,7
2756,1
2757,8
2758,1
2759,1
2760,2
2761,2
2762,9
2763,6
2764,4
2765,4
2766,5
2767,6
2768,7
2769,5
2770,3
2771,4
2772,7
2773,1
2774,3
2775,7
2776,9
2777,7
2778,7
2779,2
2780,2
2781,8
2782,5
2783,8
2784,2
2785,2
2786,6
2787,4
2788,5
2789,5
2790,9
2791,1
2792,4
2793,6
2794,4
2795,8
2796,5
2797,4
2798,4
2799,8
2800,2
2801,4
2802,1
2803,2
2804,3
2805,4
2806,4
2807,2
2808,8
2809,5
2810,6
2811,7
2812,6
2813,6
2814,6
2815,6
2816,2
2817,3
2818,5
2819,2
2820,2
2821,4
2822,4
2823,8
2824,4
2825,5
2826,5
2827,4
2828,4
2829,1
2830,1
2831,1
2832,4
2833,4
2834,3
2835,3
2836,7
2837,8
2838,6
2839,6
2840,8
2841,4
2842,4
2843,9
2844,3
2845,3
2846,4
2847,1
2848,7
2849,4
2850,4
2851,7
2852,4
2853,4
2854,2
2855,8
2856,5
2857,2
2858,2
2859,2
2860,3
2861,9
2862,9
2863,9
2864,9
2865,3
2866,4
2867,4
2868,4
2869,5
2870,8
2871,5
2872,4
2873,4
2874,4
2875,8
2876,2
2877,6
2878,3
2879,5
2880,8
2881,8
2882,8
2883,8
2884,4
2885,4
2886,4
2887,9
2888,9
2889,9
2890,8
2891,7
2892,1
2893,7
2894,1
2895,7
2896,7
2897,7
2898,4
2899,8
2900,4
2901,7
2902,2
2903,5
2904,5
2905,4
2906,2
2907,2
2908,4
2909,3
2910,5
2911,5
2912,6
2913,9
2914,5
2915,7
2916,7
2917,9
2918,5
2919,3
2920,7
2921,7
2922,6
2923,7
2924,2
2925,1
2926,4
2927,7
2928,7
2929,1
2930,9
2931,7
2932,7
2933,2
2934,8
2935,2
2936,5
2937,8
2938,5
2939,2
2940,7
2941,7
2942,3
2943,1
2944,8
2945,3
2946,7
2947,4
2948,4
2949,2
2950,2
2951,2
2952,2
2953,2
2954,2
2955,2
2956,3
2957,5
2958,5
2959,5
2960,7
2961,2
2962,8
2963,4
2964,4
2965,4
2966,4
2967,5
2968,7
2969,6
2970,6
2971,6
2972,6
2973,6
2974,6
2975,6
2976,6
2977,6
2978,6
2979,6
2980,6
2981,6
2982,6
2983,6
2984,5
2985,5
2986,7
2987,7
2988,8
2989,7
2990,4
2991,4
2992,9
2993,5
2994,3
2995,2
2996,8
